gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
mens,2022-03-13,0,1.0,0.50723682061,0.089610095243,0.034635906124,0.013878071941,0.004786486752,0.001413153692,1,1,2628,Texas Christian,81.92,South,9,102
mens,2022-03-13,0,1.0,0.49276317939,0.085558716913,0.029610786167,0.010729892703,0.003758855563,0.001126984352,1,1,2550,Seton Hall,82.84,South,8,100
mens,2022-03-13,0,1.0,0.421283540172,0.109686652089,0.042402096455,0.012365400091,0.003048751736,0.001033408859,1,1,269,Marquette,81.92,East,9,38
mens,2022-03-13,0,1.0,0.458535697489,0.047544465107,0.024097890347,0.010463189936,0.003166329371,0.0009857297,1,1,68,Boise State,82.49,West,8,4
mens,2022-03-13,0,1.0,0.445646396766,0.080832190287,0.031047826249,0.01185841095,0.003655793146,0.000980248092,1,1,156,Creighton,81.49,Midwest,9,70
mens,2022-03-13,0,1.0,0.528026182016,0.101388650342,0.029167818054,0.010944150218,0.002732407446,0.000935895181,1,1,93,Murray State,81.37,East,7,56
mens,2022-03-13,0,1.0,0.488226399807,0.138535847505,0.044407088296,0.007306366709,0.002543958042,0.000898936827,1,1,2166,Davidson,81.92,West,10,26
mens,2022-03-13,0,1.0,0.249568482763,0.087648187013,0.022885266443,0.007945336807,0.002807340241,0.000848861815,1,1,5,Alabama-Birmingham,81.15,South,12,106
mens,2022-03-13,0,1.0,0.471973817984,0.084866042705,0.024830761307,0.0094444274,0.002377208113,0.000819744822,1,1,2539,San Francisco,83.0,East,10,58
mens,2022-03-13,0,1.0,0.465309172671,0.102925056502,0.037721401014,0.0092855801,0.002918362001,0.000797056241,1,1,2390,Miami (FL),81.16,Midwest,10,90
mens,2022-03-13,0,1.0,0.329911594154,0.130069377229,0.041965191677,0.01147909551,0.003233926054,0.000795767217,1,1,66,Iowa State,80.59,Midwest,11,82
